"1001745.3"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	1001745	"WGS"	"07AR0125"	"SEROTYPE 6C"			"MLST.STREPTOCOCCUS_PNEUMONIAE.1292"				"2011-04-11T00:00:00Z"	"21551297"	"PRJNA64979"	"SAMN02472135"	"GCA_000203715.2"		"AFBY00000000"	"-"	"YALE UNIVERSITY"	"ASSEMBLY"	"SOLEXA PAIRED-END SEQUENCING"	">30X"	"VELVET V. 0.7"			346	2024028	39.6	2008			"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."	"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."		"UNITED STATES"	"USA: MASSACHUSETTS"						"HUMAN, HOMO SAPIENS"														"-"			"HOST"	"MENINGITIS"	"PROJECT DESCRIPTION NOT PROVIDED."		98.6	97.9	96.4	0.3		"GOOD"	"2014-12-08T22:13:32.681Z"	"2015-03-16T03:17:09.594Z"
"1282.1169"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN NGS-ED-1117"		1282	"WGS"	"NGS-ED-1117"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2015-03-31T00:00:00Z"	"25977439"	"PRJNA255947"	"SAMN03396288"	"GCF_000966765.1"		"JZUO01000000"		"CORK INSTITUTE OF TECHNOLOGY"		"ILLUMINA MISEQ"	"200.0X"	"SPADES V. FEB-2015"			48	2621328	31.89	2549			"BLOOD"		2013	"UNITED KINGDOM"	"UNITED KINGDOM: EDINBURGH, ROYAL INFIRMARY EDINBURGH, NEONATAL UNIT"						"HUMAN, HOMO SAPIENS"		"NEONATE"	"BLOOD SEPSIS"																"CLOUDX-I IS A MAJOR RESEARCH PROJECT CONCERNED WITH DEVELOPING HOST PATHOGEN RESPONSE BIOMARKERS FOR INFECTION AND IS FUNDED UNDER THE EU FP7 MARIE CURIE ACTIONS IAPP PROGRAM. INFECTION IS A LEADING CAUSE OF MORBIDITY WORLDWIDE AND INCURS HUGE ECONOMIC COSTS FOR BOTH PATIENT DIAGNOSIS AND HOSPITALISATION. TRADITIONAL WET-LAB CULTURE TECHNIQUES OFTEN DO NOT RECOGNISE PARTICULAR BACTERIAL STRAINS SUCH AS THE RECENTLY IDENTIFIED CAMPYLOBACTER UREOLYTICUS NOR DO THEY INCORPORATE THE RESULTING HOST RESPONSE. IN SILICO MOLECULAR DETECTION METHODS FLAG SUCH BIOMARKERS AND CAN FACILITATE RAPID, EFFICIENT AND ACCURATE DIAGNOSIS. MAJOR CHALLENGES IN THE WIDESPREAD ADOPTION OF SUCH TECHNIQUES EXIST DUE TO INTER ALIA THEIR COMPLEX COMPUTATIONAL CHARACTERISTICS, THE NEED FOR SOFTWARE TOOLS THAT ARE USABLE FOR BOTH RESEARCHERS AND CLINICIANS AND THE NEED FOR SOFTWARE SOLUTIONS THAT ARE SECURE AND AUDITABLE, PROVIDING FULL TRACEABILITY AND PROVENANCE OF DATA. THEREFORE, THE PRINCIPAL SCIENTIFIC & TECHNOLOGICAL OBJECTIVE IS TO DEVELOP IN SILICO TECHNIQUES THAT CAN SUPPORT RAPID MOLECULAR DIAGNOSIS OF INFECTION AND TO EMBED THESE TECHNIQUES IN AN AFFICIENT, USABLE, AUDITABLE AND SECURE END TO END DIAGNOSTIC PROCESS."	"COLLECTED_BY:KAI KROPP"	99.9	99.9	100			"GOOD"	"2016-01-17T15:52:18.440Z"	"2016-01-17T15:52:18.440Z"	
"1282.1170"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN NGS-ED-1118"		1282	"WGS"	"NGS-ED-1118"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2015-03-31T00:00:00Z"	"25977439"	"PRJNA255947"	"SAMN03396289"	"GCF_000966775.1"		"JZUP01000000"		"CORK INSTITUTE OF TECHNOLOGY"		"ILLUMINA MISEQ"	"200.0X"	"SPADES V. FEB-2015"			48	2621049	31.89	2549			"BLOOD"		2013	"UNITED KINGDOM"	"UNITED KINGDOM: EDINBURGH, ROYAL INFIRMARY EDINBURGH, NEONATAL UNIT"						"HUMAN, HOMO SAPIENS"		"NEONATE"	"BLOOD SEPSIS"																"CLOUDX-I IS A MAJOR RESEARCH PROJECT CONCERNED WITH DEVELOPING HOST PATHOGEN RESPONSE BIOMARKERS FOR INFECTION AND IS FUNDED UNDER THE EU FP7 MARIE CURIE ACTIONS IAPP PROGRAM. INFECTION IS A LEADING CAUSE OF MORBIDITY WORLDWIDE AND INCURS HUGE ECONOMIC COSTS FOR BOTH PATIENT DIAGNOSIS AND HOSPITALISATION. TRADITIONAL WET-LAB CULTURE TECHNIQUES OFTEN DO NOT RECOGNISE PARTICULAR BACTERIAL STRAINS SUCH AS THE RECENTLY IDENTIFIED CAMPYLOBACTER UREOLYTICUS NOR DO THEY INCORPORATE THE RESULTING HOST RESPONSE. IN SILICO MOLECULAR DETECTION METHODS FLAG SUCH BIOMARKERS AND CAN FACILITATE RAPID, EFFICIENT AND ACCURATE DIAGNOSIS. MAJOR CHALLENGES IN THE WIDESPREAD ADOPTION OF SUCH TECHNIQUES EXIST DUE TO INTER ALIA THEIR COMPLEX COMPUTATIONAL CHARACTERISTICS, THE NEED FOR SOFTWARE TOOLS THAT ARE USABLE FOR BOTH RESEARCHERS AND CLINICIANS AND THE NEED FOR SOFTWARE SOLUTIONS THAT ARE SECURE AND AUDITABLE, PROVIDING FULL TRACEABILITY AND PROVENANCE OF DATA. THEREFORE, THE PRINCIPAL SCIENTIFIC & TECHNOLOGICAL OBJECTIVE IS TO DEVELOP IN SILICO TECHNIQUES THAT CAN SUPPORT RAPID MOLECULAR DIAGNOSIS OF INFECTION AND TO EMBED THESE TECHNIQUES IN AN AFFICIENT, USABLE, AUDITABLE AND SECURE END TO END DIAGNOSTIC PROCESS."	"COLLECTED_BY:KAI KROPP"	99.9	99.8	100	1.4		"GOOD"	"2016-01-17T15:52:18.752Z"	"2016-01-17T15:52:18.752Z"	
"1282.1171"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN NGS-ED-1110"		1282	"WGS"	"NGS-ED-1110"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2015-03-31T00:00:00Z"	"25977439"	"PRJNA255947"	"SAMN03396286"	"GCF_000966815.1"		"JZUM01000000"		"CORK INSTITUTE OF TECHNOLOGY"		"ILLUMINA MISEQ"	"200.0X"	"SPADES V. FEB-2015"			45	2664995	31.95	2612			"BLOOD"		2013	"UNITED KINGDOM"	"UNITED KINGDOM: EDINBURGH, ROYAL INFIRMARY EDINBURGH, NEONATAL UNIT"						"HUMAN, HOMO SAPIENS"		"NEONATE"	"BLOOD SEPSIS"																"CLOUDX-I IS A MAJOR RESEARCH PROJECT CONCERNED WITH DEVELOPING HOST PATHOGEN RESPONSE BIOMARKERS FOR INFECTION AND IS FUNDED UNDER THE EU FP7 MARIE CURIE ACTIONS IAPP PROGRAM. INFECTION IS A LEADING CAUSE OF MORBIDITY WORLDWIDE AND INCURS HUGE ECONOMIC COSTS FOR BOTH PATIENT DIAGNOSIS AND HOSPITALISATION. TRADITIONAL WET-LAB CULTURE TECHNIQUES OFTEN DO NOT RECOGNISE PARTICULAR BACTERIAL STRAINS SUCH AS THE RECENTLY IDENTIFIED CAMPYLOBACTER UREOLYTICUS NOR DO THEY INCORPORATE THE RESULTING HOST RESPONSE. IN SILICO MOLECULAR DETECTION METHODS FLAG SUCH BIOMARKERS AND CAN FACILITATE RAPID, EFFICIENT AND ACCURATE DIAGNOSIS. MAJOR CHALLENGES IN THE WIDESPREAD ADOPTION OF SUCH TECHNIQUES EXIST DUE TO INTER ALIA THEIR COMPLEX COMPUTATIONAL CHARACTERISTICS, THE NEED FOR SOFTWARE TOOLS THAT ARE USABLE FOR BOTH RESEARCHERS AND CLINICIANS AND THE NEED FOR SOFTWARE SOLUTIONS THAT ARE SECURE AND AUDITABLE, PROVIDING FULL TRACEABILITY AND PROVENANCE OF DATA. THEREFORE, THE PRINCIPAL SCIENTIFIC & TECHNOLOGICAL OBJECTIVE IS TO DEVELOP IN SILICO TECHNIQUES THAT CAN SUPPORT RAPID MOLECULAR DIAGNOSIS OF INFECTION AND TO EMBED THESE TECHNIQUES IN AN AFFICIENT, USABLE, AUDITABLE AND SECURE END TO END DIAGNOSTIC PROCESS."	"COLLECTED_BY:KAI KROPP"	99.9	99.9	100			"GOOD"	"2016-01-17T15:52:19.069Z"	"2016-01-17T15:52:19.069Z"	
"1282.1365"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN FDAARGOS_157"		1282	"WGS"	"FDAARGOS_157"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.20"		"FDA:FDAARGOS_157"		"2015-12-21T00:00:00Z"		"PRJNA231221"	"SAMN03996302"	"GCF_001473265.1"	"SRR2822234,SRR2822235"	"LORL01000000"		"US FOOD AND DRUG ADMINISTRATION"		"PACBIO"	"17.19X"	"CELERA V. 8.2"			3	2597705	32.18	2475	2334		"PERIPHERAL BLOOD"		2014	"UNITED STATES"	"USA: DC"						"HUMAN, HOMO SAPIENS"	"FEMALE"	"1M"	"CONTAMINANT"																"FDA, IN COLLABORATION WITH THE NATIONAL CENTER FOR BIOTECHNOLOGY INFORMATION (NCBI), THE DEPARTMENT OF DEFENSE (DOD) AND THE INSTITUTE FOR GENOME SCIENCES AT THE UNIVERSITY OF MARYLAND, ESTABLISHED A PUBLICLY AVAILABLE, WELL-CURATED REFERENCE DATABASE (FDA-ARGOS: DATABASE FOR REGULATORY GRADE MICROBIAL SEQUENCES; BIOPROJECT 231221) OF REGULATORY-GRADE-QUALITY SEQUENCES FROM DIVERSE INFECTIOUS MICROORGANISMS. THIS DATABASE, WHICH IS STILL GROWING, COMPRISES DATA COLLECTED FROM MULTIPLE COLLABORATORS. DIAGNOSTIC TEST MANUFACTURERS DEVELOP SEQUENCE-BASED TESTS TO IDENTIFY INFECTIOUS AGENTS AND/OR TO DETECT RESISTANCE OR VIRULENCE MARKERS; WILL USE THIS DATABASE TO ADVANCE THEIR DEVELOPMENT PROGRAMS AND TO SUPPORT THE REGULATORY SCIENCE REVIEW OF SUCH TESTS. THIS WORK WILL FACILITATE THE DEVELOPMENT OF THESE TESTS, WHICH ARE AIMED AT IMPROVING PATIENT OUTCOMES. CONTINUED SUCCESS OF THE DATABASE AND ADOPTION BY THE COMMUNITY IS CONTINGENT ON POPULATING AND CURATING THE DATABASE, WHICH IN TURN WILL SUPPORT DEVELOPMENT OF GUIDANCE AND STANDARDS FOR CLINICAL USE OF THIS TECHNOLOGY. DISCUSSIONS HELD AT A RELATING PUBLIC WORKSHOP ON ADVANCING REGULATORY SCIENCE FOR HIGH THROUGHPUT SEQUENCING DEVICES FOR MICROBIAL IDENTIFICATION AND DETECTION OF ANTIMICROBIAL RESISTANCE MARKERS WERE ESSENTIAL TO ESTABLISH THE SAFETY AND EFFECTIVENESS OF THESE DEVICES."	"COLLECTED_BY:CHILDREN'S NATIONAL HOSPITAL;ISOLATE:NOT APPLICABLE"	99.9	99.8	99.3			"GOOD"	"2016-01-31T12:11:23.432Z"	"2016-01-31T12:11:23.432Z"	
"1282.1852"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN LRKNS089"		1282	"WGS"	"LRKNS089"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2016-06-07T00:00:00Z"		"PRJNA314440"	"SAMN04942511"	"GCF_001658725.1"		"LXRY00000000"		"UNIVERSITAETSKLINIKUM SCHLESWIG HOLSTEIN LUEBECK"		"ILLUMINA MISEQ"	"518.0X"	"CLC GENOMICS WORKBENCH V. 8.0.1"			88	2749648	31.83	2770	2651		"BLOOD"		2014	"GERMANY"	"GERMANY: LUEBECK"						"HUMAN, HOMO SAPIENS"			"COLONISATION"																"THE STUDY AIM WAS THE GENOME ANALYSIS OF A CLINICAL OUTBREAK OF LINEZOLID RESISTANT STAPHYLOCOCCUS EPIDERMIDIS."	"COLLECTED_BY:DEPARTMENT OF INFECTIOUS DISEASES AND MICROBIOLOGY"	100	99.9	100			"GOOD"	"2016-07-05T22:34:14.867Z"	"2016-07-05T22:34:14.867Z"	
"1282.1854"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN LRKNS092"		1282	"WGS"	"LRKNS092"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2016-06-07T00:00:00Z"		"PRJNA314440"	"SAMN04942517"	"GCF_001658805.1"		"LXRZ00000000"		"UNIVERSITAETSKLINIKUM SCHLESWIG HOLSTEIN LUEBECK"		"ILLUMINA MISEQ"	"574.0X"	"CLC GENOMICS WORKBENCH V. 8.0.1"			72	2715557	31.81	2713	2594		"BLOOD"		2015	"GERMANY"	"GERMANY: LUEBECK"						"HUMAN, HOMO SAPIENS"			"COLONISATION"																"THE STUDY AIM WAS THE GENOME ANALYSIS OF A CLINICAL OUTBREAK OF LINEZOLID RESISTANT STAPHYLOCOCCUS EPIDERMIDIS."	"COLLECTED_BY:DEPARTMENT OF INFECTIOUS DISEASES AND MICROBIOLOGY"	100	100	100			"GOOD"	"2016-07-05T22:35:42.845Z"	"2016-07-05T22:35:42.845Z"	
"1282.1991"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MT1P16"		1282	"WGS"	"MT1P16"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.5"				"2016-07-12T00:00:00Z"		"PRJNA319644"	"SAMN05293479"	"GCF_001683645.1"		"MAJJ00000000"		"UNIVERSITAETSKLINIKUM SCHLESWIG HOLSTEIN LUEBECK"		"ILLUMINA MISEQ"	"140.0X"	"CLC GENOMICS WORKBENCH V. 8.0.1"			79	2444418	32.09	2302	2224		"BLOOD"		2014	"GERMANY"	"GERMANY: LUEBECK"						"HUMAN, HOMO SAPIENS"			"COLONISATION"																"THE STUDY AIM WAS THE GENOME ANALYSIS OF STAPHYLOCOCCI EPIDERMIDIS MULTILOCUS SEQUENCING TYPE 5."	"COLLECTED_BY:DEPARTMENT OF INFECTIOUS DISEASES AND MICROBIOLOGY"	99.9	99.8	100			"GOOD"	"2016-09-11T12:18:09.184Z"	"2016-09-11T12:18:09.184Z"	
"1282.2243"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN B45679-10"		1282	"WGS"	"B45679-10"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2017-05-22T00:00:00Z"		"PRJNA374795"	"SAMN06335551"			"MVFV00000000"		"AARHUS UNIVERSITY"		"ILLUMINA MISEQ"	"71.0X"	"SPADES V. 3.9"			53	2546081	31.85	2540	2499		"BLOOD AND CENTRAL VENOUS CATHETER"		2010	"DENMARK"	"DENMARK"						"HUMAN, HOMO SAPIENS"			"CENTRAL VENOUS CATHETER INFECTION"																"GENOME SEQUENCE OF CLINCIAL ISOLATES OF STAPHYLOCOCCUS EPIDERMIDIS"	"COLLECTED_BY:AARHUS UNIVERSITY HOSPITAL, DENMARK"	99.9	99.6	100			"GOOD"	"2017-07-21T20:12:38.731Z"	"2017-07-21T20:12:38.731Z"	
"1282.2337"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN SH07_17"		1282	"WGS"	"SH07_17"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2017-11-29T00:00:00Z"		"PRJNA419710"	"SAMN08095616"	"GCA_002799425.1"		"PHKM01000000"		"INSTITUTO ADOLFO LUTZ"		"IONTORRENT"	"54.0X"	"SPADES V. 5.6.0.1"			63	2727281	31.81	2920	2735		"BLOOD"		2017	"BRAZIL"	"BRAZIL:SAO PAULO"						"HUMAN, HOMO SAPIENS"	"MALE"	"19"	"BACTEREMIA"																"STAPHYLOCOCCUS LINEZOLID RESISTENT;MANY FRAMESHIFTED PROTEINS"	"COLLECTED_BY:INSTITUTO ADOLFO LUTZ"	99.9	97.5	100	4.9		"GOOD"	"2018-01-01T01:06:59.386Z"	"2018-01-01T01:06:59.386Z"	
"1282.2338"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN SH03_17"		1282	"WGS"	"SH03_17"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2017-11-29T00:00:00Z"		"PRJNA419705"	"SAMN08095611"	"GCA_002799485.1"		"PHKH01000000"		"INSTITUTO ADOLFO LUTZ"		"IONTORRENT"	"77.0X"	"SPADES V. 5.6.0.1"			70	2762933	31.88	2864	2771		"BLOOD"		2017	"BRAZIL"	"BRAZIL:SAO PAULO"						"HUMAN, HOMO SAPIENS"	"FEMALE"	"68"	"BACTEREMIA"																"STAPHYLOCOCCUS LINEZOLID RESISTENT"	"COLLECTED_BY:INSTITUTO ADOLFO LUTZ"	99.9	99.5	100			"GOOD"	"2018-01-01T01:07:12.072Z"	"2018-01-01T01:07:12.072Z"	
"1282.2339"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN SH06_16"		1282	"WGS"	"SH06_16"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2017-11-29T00:00:00Z"		"PRJNA419706"	"SAMN08095612"	"GCA_002799505.1"		"PHKI01000000"		"INSTITUTO ADOLFO LUTZ"		"IONTORRENT"	"59.0X"	"SPADES V. 5.6.0.1"			56	2686716	31.85	2796	2673		"BLOOD"		2016	"BRAZIL"	"BRAZIL:SAO PAULO"						"HUMAN, HOMO SAPIENS"	"FEMALE"	"40"	"BACTEREMIA"																"STAPHYLOCOCCUS LINEZOLID RESISTENT"	"COLLECTED_BY:INSTITUTO ADOLFO LUTZ"	99.9	98.5	100	2.8		"GOOD"	"2018-01-01T01:08:17.981Z"	"2018-01-01T01:08:17.981Z"	
"1282.2340"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN SH06_17"		1282	"WGS"	"SH06_17"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2017-11-29T00:00:00Z"		"PRJNA419711"	"SAMN08095617"	"GCA_002799565.1"		"PHKN01000000"		"INSTITUTO ADOLFO LUTZ"		"IONTORRENT"	"43.0X"	"SPADES V. 5.6.0.1"			57	2682727	31.87	2786	2672		"BLOOD"		2017	"BRAZIL"	"BRAZIL:SAO PAULO"						"HUMAN, HOMO SAPIENS"	"MALE"	"32"	"BACTEREMIA"																"STAPHYLOCOCCUS LINEZOLID RESISTENT"	"COLLECTED_BY:INSTITUTO ADOLFO LUTZ"	100	99.7	100	0.4		"GOOD"	"2018-01-01T01:09:08.907Z"	"2018-01-01T01:09:08.907Z"	
"1282.2341"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN BTMA-013"		1282	"WGS"	"BTMA-013"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.22"				"2017-12-12T00:00:00Z"		"PRJNA421035"	"SAMN08131154"	"GCA_002835575.1"		"PIYR01000000"		"BEIJING HOSPITAL, BEIJING"		"ILLUMINA HISEQ"	"100.0X"	"VELVET V. 1.2.10"			107	2605061	32.13	2664	2589		"BLOOD OF A CORONARY HEART DISEASE PATIENT'S BLOOD"	"ISOLATED FROM BLOOD OF A CORONARY HEART DISEASE PATIENT'S BLOOD"	2016	"CHINA"	"CHINA: BEIJING"						"HUMAN, HOMO SAPIENS"																			"A STAPHYLOCOCCUS EPIDERMIDIS STRAIN, NAMED BTMA-013, WAS ISOLATED FROM BLOOD OF A CORONARY HEART DISEASE PATIENT'S BLOOD."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.9	99.6	100			"GOOD"	"2018-01-01T04:55:49.268Z"	"2018-01-01T04:55:49.268Z"	
"1282.2424"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MEX86"		1282	"WGS"	"MEX86"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444400"	"GCA_002907555.1"		"NQIC01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"141X"	"CLC NGS CELL V. 7"			93	2720530	31.81577	2693			"BLOOD"		1996	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	100	99.9	100			"GOOD"	"2018-05-25T21:01:45.996Z"	"2018-05-25T21:01:45.996Z"	
"1282.2426"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MEX28"		1282	"WGS"	"MEX28"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444397"	"GCA_002907605.1"		"NQFU01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"157X"	"CLC NGS CELL V. 7"			71	2669742	31.78116	2633			"BLOOD"		1996	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	100	99.6	100			"GOOD"	"2018-05-25T21:01:48.672Z"	"2018-05-25T21:01:48.672Z"	
"1282.2427"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MEX130"		1282	"WGS"	"MEX130"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444396"	"GCA_002907615.1"		"NQID01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"28X"	"CLC NGS CELL V. 7"			335	2611709	31.985285	2668			"BLOOD"		1996	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.9	99.3	100	1.4		"GOOD"	"2018-05-25T21:01:15.661Z"	"2018-05-25T21:01:15.661Z"	
"1282.2428"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MCO7"		1282	"WGS"	"MCO7"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444394"	"GCA_002907645.1"		"NQFW01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"130X"	"CLC NGS CELL V. 7"			83	2466579	32.064533	2377			"BLOOD"		1997	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.9	99.7	100			"GOOD"	"2018-05-25T21:01:23.299Z"	"2018-05-25T21:01:23.299Z"	
"1282.2430"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN ITL638"		1282	"WGS"	"ITL638"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444390"	"GCA_002907685.1"		"NQGA01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"27X"	"CLC NGS CELL V. 7"			610	2593391	32.105743	2740			"BLOOD"		1998	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.9	98.4	100	2.8		"GOOD"	"2018-05-25T21:02:19.681Z"	"2018-05-25T21:02:19.681Z"	
"1282.2434"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN ESP40"		1282	"WGS"	"ESP40"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444375"	"GCA_002907765.1"		"NQGI01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"63X"	"CLC NGS CELL V. 7"			261	2471795	32.189793	2466			"BLOOD"		1997	"SPAIN"	"SPAIN: BARCELONA"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	100	99.4	100	3.5		"GOOD"	"2018-05-25T21:02:17.059Z"	"2018-05-25T21:02:17.059Z"	
"1282.2436"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN DEN60"		1282	"WGS"	"DEN60"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444374"	"GCA_002907795.1"		"NQGJ01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"39X"	"CLC NGS CELL V. 7"			295	2663335	31.896866	2698			"BLOOD"		1997	"DENMARK"	"DENMARK: COPENHAGEN"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	100	99.3	100	1.4		"GOOD"	"2018-05-25T21:01:31.326Z"	"2018-05-25T21:01:31.326Z"	
"1282.2445"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MEX54"		1282	"WGS"	"MEX54"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444399"	"GCA_002907995.1"		"NQFS01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"38X"	"CLC NGS CELL V. 7"			493	2510676	32.1278	2544			"BLOOD"		1996	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.8	98.7	100	1.4		"GOOD"	"2018-05-25T21:02:30.837Z"	"2018-05-25T21:02:30.837Z"	
"1282.2446"	"STAPHYLOCOCCUS EPIDERMIDIS STRAIN MEX104"		1282	"WGS"	"MEX104"				"MLST.STAPHYLOCOCCUS_EPIDERMIDIS.2"				"2018-01-30T00:00:00Z"		"PRJNA308322"	"SAMN07444395"	"GCA_002908015.1"		"NQFV01000000"		"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER"		"ILLUMINA MISEQ"	"82X"	"CLC NGS CELL V. 7"			173	2489791	32.098732	2430			"BLOOD"		1996	"MEXICO"	"MEXICO"						"HUMAN, HOMO SAPIENS"														"C"					"THIS IS A STUDY OF THE GENOMIC EVOLUTION OF THE MOST PROMINENT HOSPITAL CLONE OF STAPHYLOCOCCUS EPIDERMIDIS."	"SAMPLE_TYPE:WHOLE ORGANISM"	99.9	99.6	100			"GOOD"	"2018-05-25T21:02:36.264Z"	"2018-05-25T21:02:36.264Z"	
